"행정구역별",2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"울릉군",21.63,21.76,20.97,19.54,29.63,39.34,38.74,37.38,37.24,37.48,38.01,38.97,39.40,40.00
"경상남도",3.12,3.21,3.35,3.85,4.04,4.15,4.98,4.92,4.56,4.82,5.28,5.58,5.65,5.72
"경남 창원시",1.18,1.38,1.39,1.98,1.59,1.99,2.78,-,-,-,-,-,-,-
"경남 마산시",2.33,2.34,2.35,1.90,2.40,2.43,2.46,-,-,-,-,-,-,-
"진주시",2.08,2.07,2.08,2.70,3.02,3.02,3.92,3.88,4.17,4.15,4.15,4.70,4.94,4.61
"경남 진해시",4.66,4.62,4.46,5.58,4.29,4.15,4.08,-,-,-,-,-,-,-
"통영시",4.50,4.51,4.52,5.26,5.21,5.14,6.55,6.41,6.42,6.46,8.59,9.32,9.34,10.13
"사천시",3.49,3.55,3.59,3.56,4.44,4.43,4.44,4.38,4.38,5.20,5.13,5.15,6.06,6.09
"김해시",2.21,2.34,2.48,2.87,2.37,2.93,3.86,3.77,3.16,3.31,4.02,3.98,3.97,3.97
"밀양시",5.95,6.06,6.16,6.25,6.28,6.31,6.35,6.34,6.40,7.36,7.38,8.35,8.34,10.15
"거제시",3.22,3.16,3.07,3.97,4.32,3.68,3.55,3.50,4.30,5.06,4.96,4.83,5.08,5.05
"양산시",1.90,1.87,2.25,3.09,2.59,2.47,3.99,3.84,3.00,2.96,3.58,3.76,3.65,3.47
"창원시",-,-,-,-,-,-,-,2.84,2.56,2.75,3.05,3.16,3.18,3.38
"의령군",9.16,9.27,9.65,9.49,15.91,19.52,19.67,19.89,16.64,16.49,17.00,17.12,17.52,17.79
"함안군",4.73,4.83,6.52,6.30,6.17,6.06,7.51,7.44,5.97,5.93,5.91,5.82,7.23,7.25
"창녕군",4.46,6.05,6.19,7.88,8.03,8.12,9.80,9.72,8.00,9.53,11.03,12.60,12.54,10.94
"고성군",8.53,8.71,10.68,10.85,14.44,14.30,15.76,15.73,13.97,15.82,15.97,16.10,16.28,16.45
"남해군",9.19,9.41,9.65,9.84,9.09,9.86,11.94,12.16,9.95,10.37,10.58,10.72,10.90,11.08
"하동군",3.45,3.64,3.76,5.67,5.40,5.61,13.46,13.59,11.12,11.81,13.95,18.28,13.93,14.11
"산청군",7.94,8.14,8.27,11.20,19.84,19.98,25.77,25.29,22.44,22.41,27.83,27.89,30.50,30.47
"함양군",2.34,2.39,2.41,2.43,4.92,4.94,4.92,4.85,7.30,7.37,7.37,9.86,9.92,9.94
"거창군",4.52,4.57,4.63,6.26,7.82,7.90,7.91,7.88,7.92,7.92,7.91,7.92,7.91,7.90
"합천군",6.65,6.91,8.60,9.07,9.02,8.98,9.44,9.79,9.88,9.94,9.94,11.89,12.21,12.49
"제주특별자치도",7.97,8.64,9.15,11.82,12.52,13.91,17.95,17.68,16.49,17.30,20.88,20.58,20.18,19.48
"제주시",-,-,-,-,-,-,-,-,-,-,-,-,14.13,-
"서귀포시",-,-,-,-,-,-,-,-,-,-,-,-,37.08,-
