"행정구역별",2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"증평군",31310,30899,30607,30483,31145,32179,33164,33533,34009,34279,34546,34771,36671,37308
"충청남도",1912803,1953406,1962646,1974433,1995531,2018537,2037582,2075514,2101284,2028777,2047631,2062273,2077649,2096727
"천안시",456501,503082,512482,523323,531956,537698,540832,557673,571377,581988,591089,598346,605776,617955
"공주시",130957,130280,129489,128330,126612,125143,124172,124930,124748,117298,116369,113621,111261,109931
"보령시",110380,108861,108056,107591,107637,106885,106754,107346,106421,105559,104938,104321,104754,103873
"아산시",193122,200938,204431,211560,221490,240942,256449,265191,274523,280490,287073,293954,297737,302929
"서산시",151818,150131,150294,150889,153569,156867,158886,160468,161489,163315,165837,167611,170099,170788
"논산시",135719,135572,134217,131466,129486,127797,127097,127507,127533,126653,125844,124784,124232,123213
"계룡시",31058,31174,34370,36846,37775,41411,42760,43088,42942,41550,40957,40552,41730,42634
"당진시",-,-,-,-,-,-,-,-,-,155104,159615,162844,165122,166630
"금산군",60740,60048,58378,57552,57690,56740,56220,56555,56030,55715,55441,55166,54879,54612
"충남 연기군",82733,84455,84308,82747,79977,78645,79482,81871,82890,-,-,-,-,-
"부여군",85275,83260,81430,79595,77916,76687,75564,75029,74004,73259,72547,71754,71143,70187
"서천군",67414,65650,64322,62629,61168,60507,60066,60085,59541,58920,58441,57713,56910,56012
"청양군",36992,35626,34921,34086,33604,33062,32613,32541,32291,32087,32155,32248,32485,32753
"홍성군",94658,91223,90931,89555,88685,88176,87631,88078,88108,88415,89704,91866,94553,99971
"예산군",95029,91832,90740,89585,88670,88144,87163,87002,86421,85876,85205,84919,83484,81339
"태안군",63930,63764,63794,63754,63042,63401,63095,63247,62747,62548,62416,62574,63484,63900
"충남 당진군",116477,117510,120483,124925,136254,136432,138798,144903,150219,-,-,-,-,-
"전라북도",1954430,1906742,1885335,1868365,1862277,1855772,1854508,1868963,1874031,1873341,1872965,1871560,1869711,1864791
"전주시",618819,622472,621749,624849,623926,631532,635007,641525,645894,648863,650082,652877,652282,651744
"군산시",268639,265168,263120,260989,260562,263845,266922,272601,275659,278341,278319,278098,278398,277551
"익산시",325238,322378,318506,315094,313590,309269,306669,307289,309804,306469,306539,304117,302061,300479
"정읍시",155319,132285,129050,126249,124239,122842,121545,122000,120466,119392,118328,117183,115977,115173
"남원시",101950,96243,93670,91265,89247,88356,87675,87775,87455,87000,86460,85643,84856,84188
"김제시",110710,105195,102720,100238,97615,95807,94770,94346,93111,92317,91218,90108,88721,87782
"완주군",83649,82482,83651,83199,82972,83757,83885,85119,84660,86164,86978,90377,95303,95480
"진안군",30475,30757,29021,27122,30250,27230,27558,27543,28473,26963,26703,26474,26203,26069
"무주군",26716,26183,25876,25417,26361,26017,25811,25578,25863,25321,25398,25390,25220,24949
"장수군",29445,26788,24755,24209,26687,23864,23478,23386,23215,23191,23243,23335,23277,23628
"임실군",34283,33008,32511,31976,31952,31133,30703,30593,30789,29956,29739,29966,30271,30197
"순창군",31482,31814,32012,32485,32035,30920,30179,30209,29497,30055,30272,30368,30248,29949
"고창군",69639,65203,63676,62030,60962,60328,60102,60861,60065,60440,60522,60090,60046,60597
"부안군",68066,66766,65018,63243,61879,60872,60204,60138,59080,58869,59164,57534,56848,57005
"전라남도",2017730,1986192,1967205,1942925,1929836,1919000,1913004,1918485,1914339,1909618,1907172,1905780,1908996,1903914
"목포시",241460,241717,242988,241679,243312,245651,244339,245422,244871,245073,240936,239109,238382,237739
"여수시",310350,305312,301389,297489,295439,295133,293546,293488,292750,292217,291366,290900,290168,288988
"순천시",269843,270059,270934,269940,270380,269429,269516,272620,272201,273798,275668,277188,278765,278548
"나주시",101708,99308,97980,96417,95439,92884,90875,90118,88243,88067,87754,90669,98182,104376
"광양시",136484,137601,138098,138237,138865,141388,143461,145512,150725,150837,151621,152097,153587,155580
"담양군",50933,50613,50364,50332,50441,48347,47286,47808,47819,47612,47365,47177,47009,47229
"곡성군",35297,34396,34157,33631,33311,32608,32084,31886,31332,30878,31009,30732,30672,30400
"구례군",30509,30232,29577,28837,28203,27703,27518,27375,27422,27077,27115,27170,27308,27412
"고흥군",91518,86747,83830,81068,78589,76605,75127,73924,72607,71560,70631,69641,68601,67656
"보성군",55983,54288,53145,51948,50921,50004,49048,48792,47894,47050,46385,45882,45349,44469
"화순군",76123,75023,73673,72615,71551,70327,69675,69368,68985,68378,67829,66772,65848,65303
"장흥군",47837,46568,45542,44451,43468,42783,42097,42394,42552,42672,43004,43190,43513,40669
"강진군",44743,43550,42696,41938,41352,41153,41164,41624,41599,40241,40079,39861,38758,37753
"해남군",89981,87736,86238,84338,82529,81043,81148,79579,78346,78150,77684,76981,76194,75121
"영암군",63267,62336,62004,61546,60742,60106,59837,60082,60139,59997,59061,58852,58137,57045
"무안군",63681,62472,61915,61766,63674,66598,72417,74475,75718,75741,79367,81696,82236,82109
"함평군",42119,40205,40189,38647,37998,37432,37089,36702,36134,35780,35610,35090,34876,34397
"영광군",64148,62959,61500,60045,58837,58075,57037,57362,56863,57224,57617,56833,56267,55618
"장성군",51493,50200,49165,47870,47410,46602,46214,46514,46245,46289,46292,46273,46360,46104
"완도군",61145,59950,58841,57464,56201,54999,54301,54269,54037,53871,53619,53174,53014,52668
"진도군",38382,37329,36529,35953,35206,34412,33931,33743,33502,33208,32998,32746,32476,32078
"신안군",50726,47591,46451,46714,45968,45718,45294,45428,44355,43898,44162,43747,43294,42652
"경상북도",2720832,2695917,2688491,2688577,2681364,2673931,2669876,2689920,2699195,2698353,2699440,2700794,2702826,2700398
"포항시",508850,507129,507052,505008,505555,508119,509475,514755,517088,518913,519467,519368,519584,516775
"경주시",281177,277870,275087,273419,272206,269343,267466,267098,265488,264091,263283,261535,259773,259452
"김천시",150306,143527,141632,139682,139084,138056,135918,136136,136185,135504,135259,135456,140132,142256
"안동시",175677,174037,171387,168733,167916,167300,167432,167886,168157,168302,168461,168697,169221,168798
"구미시",355629,365681,374614,386465,391897,393959,396419,404920,413446,416949,419428,420320,419915,419891
"영주시",123806,121513,119098,116965,115083,113930,113309,113926,114148,113547,112625,110780,109735,109247
"영천시",112423,109520,107337,105029,105819,104022,103115,103190,104182,101798,100778,100689,100648,100521
"상주시",115337,112585,110444,108280,106600,105381,106208,105607,104685,104182,103346,102892,102374,101799
"문경시",81258,79552,78058,76177,74780,75486,76645,77391,76727,75899,75664,75911,75784,74702
"경산시",216240,219579,227766,234839,236881,237423,236459,240708,243684,246358,248805,253968,256888,258037
"군위군",29762,28825,27709,26687,25781,25309,24966,24736,24268,24119,24172,24170,24126,24171
"의성군",68372,66124,64457,62947,61366,60033,59109,58832,57744,57043,56064,55212,54477,54014
"청송군",31313,30099,29298,28465,27862,27289,26917,26715,26569,26481,26470,26453,26384,26301
"영양군",20772,20205,20025,19615,19119,18766,18553,18451,18241,18208,18297,18197,17898,17713
"영덕군",46965,45826,45003,46460,43470,42707,41710,41377,40794,40257,40142,39586,39191,39052
"청도군",50141,47678,46748,46144,45515,44711,44279,44391,44298,43968,43788,43993,43724,43564
"고령군",34942,34522,34271,34777,34907,34770,34535,34678,35455,35343,35198,35033,34594,34257
"성주군",48655,47731,46960,46358,45680,45024,45616,45289,45640,45127,45067,44981,45029,45205
"칠곡군",105843,106475,107750,111390,113851,116472,117288,119087,118838,119786,121182,122058,122829,123199
"예천군",53649,52132,50951,50218,48866,47993,47306,47049,46579,46027,45573,45104,44674,46166
"봉화군",39439,37526,36599,35608,35046,34628,34297,34567,34192,33934,33894,34023,33808,33539
"울진군",61031,58590,56707,55076,53955,53042,52529,52430,52045,51844,51953,52104,51885,51738
"울릉군",9245,9191,9538,10235,10125,10168,10325,10701,10742,10673,10524,10264,10153,10001
"경상남도",3139017,3143814,3160431,3172857,3196953,3225255,3250176,3290536,3308765,3319314,3333820,3350257,3364702,3373871
"경남 창원시",510439,507161,504520,503881,503930,503518,502727,-,-,-,-,-,-,-
"경남 마산시",429612,427248,425018,421783,415805,411078,406307,-,-,-,-,-,-,-
"진주시",337319,337425,336234,333554,330756,331222,331720,335037,335502,337314,337071,340241,344426,346739
"경남 진해시",150308,151393,156992,161175,163108,168696,171407,-,-,-,-,-,-,-
"통영시",133420,132959,132795,133127,134431,136275,137415,140297,140195,139347,139719,139439,139168,138160
"사천시",114556,112670,111293,112300,112499,112828,112724,114148,114133,115321,116851,116485,115452,114912
"김해시",407368,427432,443017,453728,464964,477572,492413,503348,507062,513260,522049,527240,528865,529422
"밀양시",117732,115459,113636,112025,111473,110858,110170,110479,109329,108755,108342,107765,107896,108354
"거제시",186208,190141,195609,201412,208208,217211,225522,228355,232787,236944,242077,248287,255828,257183
"양산시",210424,213695,222299,226425,231956,243012,250387,260239,266403,270460,279565,292376,301291,317037
"창원시",-,-,-,-,-,-,-,1090181,1091881,1091471,1083731,1075168,1070064,1063907
"의령군",32766,32371,31099,31625,31418,30734,30496,30162,30045,30329,29417,29209,28544,28111
"함안군",63435,62081,61376,63460,64865,66050,66582,67207,66971,67425,67667,68741,69156,68937
"창녕군",67313,66074,64672,63476,62255,61603,61252,61714,62490,62966,63447,63502,63817,63982
"고성군",58642,57400,56189,55309,55393,55950,57100,57231,57264,56906,56369,55916,55284,54703
"남해군",54392,53129,51825,50792,55026,50698,50244,49328,50242,48223,47244,46638,45865,45129
"하동군",58010,54881,53131,52898,55526,53515,52010,51509,53975,50806,50177,49223,50259,49622
"산청군",37783,36849,36294,35704,35274,35043,34921,35591,35651,35691,35935,35849,36071,36098
"함양군",42760,41922,41535,41162,40637,40447,40626,41197,41081,40714,40692,40584,40339,40241
"거창군",66370,65615,64735,63917,63979,63268,63180,63421,63146,63103,63177,63137,63232,63308
"합천군",60160,57909,58162,55104,55450,55677,52973,51092,50608,50279,50290,50457,49145,48026
"제주특별자치도",552297,555362,557569,558496,559258,560618,562663,571255,576156,583713,593806,607346,624395,641597
"제주시",292124,296068,303499,403601,405458,407498,410378,417539,422790,429656,438165,448834,459876,470665
"서귀포시",83275,83770,83027,154895,153800,153120,152285,153716,153366,154057,155641,158512,164519,170932
