"행정구역별",2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"신안군",2.08,-6.15,-2.37,0.65,-1.47,-0.31,-0.67,0.33,-2.36,-1.06,0.89,-0.66,-0.81,-1.47
"경상북도",-1.22,-0.86,-0.25,0.24,-0.12,-0.20,-0.16,0.80,0.45,-0.03,0.17,0.21,0.15,-0.03
"포항시",-0.59,-0.29,0.04,-0.29,0.20,0.61,0.30,1.08,0.54,0.31,0.14,0.03,0.07,-0.50
"경주시",-1.03,-1.01,-0.83,-0.21,-0.11,-0.93,-0.72,0.09,-0.26,-0.44,-0.06,-0.21,-0.36,-0.02
"김천시",2.42,-4.46,-1.31,-1.24,-0.25,-0.49,-1.48,0.03,0.06,-0.63,-0.14,0.22,3.52,1.60
"안동시",-1.95,-0.85,-1.47,-1.34,-0.28,-0.31,0.09,0.27,0.10,0.14,0.11,0.11,0.29,-0.27
"구미시",1.54,2.74,2.29,3.38,1.41,0.52,0.57,2.14,2.18,0.85,0.73,0.27,-0.17,-0.07
"영주시",-1.76,-1.75,-1.84,-1.62,-1.42,-0.99,-0.50,0.46,0.14,-0.56,-0.84,-1.58,-0.89,-0.32
"영천시",-2.33,-2.56,-1.94,-1.80,0.86,-1.65,-0.95,0.18,1.22,-2.27,-0.78,0.30,0.21,-0.06
"상주시",-3.01,-2.38,-1.82,-1.85,-1.45,-1.05,0.80,-0.51,-0.88,-0.48,-0.78,-0.36,-0.51,-0.55
"문경시",-2.89,-2.09,-1.83,-2.37,-1.67,1.00,1.54,1.03,-0.81,-1.08,-0.29,0.36,-0.17,-1.35
"경산시",-0.73,1.72,3.72,3.58,1.16,0.46,-0.43,1.80,1.28,0.99,1.10,2.19,1.29,0.72
"군위군",-5.75,-3.03,-4.02,-3.55,-3.02,-1.77,-1.30,-0.88,-1.81,-0.59,0.52,0.20,-0.12,0.34
"의성군",-3.43,-3.29,-2.37,-2.34,-2.43,-2.11,-1.58,-0.51,-1.83,-1.18,-1.56,-1.32,-1.17,-0.93
"청송군",-3.05,-3.80,-2.62,-2.79,-2.08,-1.98,-1.36,-0.68,-0.51,-0.18,0.04,0.09,-0.44,-0.24
"영양군",-2.89,-2.87,-0.95,-1.92,-2.49,-1.69,-1.14,-0.42,-1.12,0.02,0.59,-0.45,-1.54,-1.08
"영덕군",-10.66,-2.39,-1.69,3.29,-6.31,-1.61,-2.25,-0.69,-1.21,-1.12,-0.13,-1.04,-0.88,0.03
"청도군",-1.04,-4.86,-1.96,-1.15,-1.23,-1.78,-0.96,0.36,0.05,-0.62,-0.29,0.87,-0.33,-0.33
"고령군",-2.43,-1.14,-0.70,2.19,0.38,-0.34,-0.68,0.60,2.75,-0.24,-0.04,0.21,-1.12,-1.02
"성주군",-5.67,-1.92,-1.50,-0.95,-1.26,-1.44,1.26,-0.57,0.93,-0.95,0.33,0.19,0.34,0.47
"칠곡군",0.37,0.65,0.89,3.83,2.29,1.97,0.39,1.63,-0.01,0.85,1.50,1.01,0.69,0.29
"예천군",-3.69,-2.80,-2.12,-1.34,-2.57,-1.56,-1.49,-0.58,-0.99,-1.18,-0.95,-0.93,-0.89,3.40
"봉화군",-0.98,-4.80,-2.45,-2.62,-1.49,-1.10,-0.91,0.78,-1.06,-0.75,-0.04,0.40,-0.64,-0.82
"울진군",-3.92,-3.86,-3.20,-2.78,-1.90,-1.61,-0.73,0.02,-0.44,-0.35,0.63,0.58,-0.40,-0.24
"울릉군",-3.87,-0.55,3.79,7.37,-0.92,0.59,1.74,3.84,0.44,-0.44,-1.25,-2.50,-1.12,-1.29
"경상남도",0.60,0.21,0.58,0.68,0.95,1.16,0.81,1.36,0.79,0.27,0.57,0.74,0.55,0.23
"경남 창원시",-0.60,-0.62,-0.54,0.20,0.11,-0.06,-0.16,-,-,-,-,-,-,-
"경남 마산시",-0.86,-0.53,-0.43,-0.56,-1.29,-1.07,-1.20,-,-,-,-,-,-,-
"진주시",-0.72,0.06,-0.24,-0.62,-0.71,0.29,0.16,1.11,0.29,0.52,-0.01,0.98,1.24,0.70
"경남 진해시",6.63,0.94,3.83,2.90,1.24,3.73,1.45,-,-,-,-,-,-,-
"통영시",-0.48,-0.24,-0.14,0.65,1.30,2.02,1.28,2.18,0.27,-0.68,0.11,0.25,0.16,-0.89
"사천시",-2.02,-1.60,-1.14,1.16,0.43,0.67,0.06,1.46,0.40,1.10,1.49,-0.07,-0.89,-0.44
"김해시",4.81,4.89,3.63,2.93,2.85,3.14,3.07,2.43,1.13,1.06,1.79,1.26,0.44,0.09
"밀양시",-1.97,-1.89,-1.61,-1.29,-0.35,-0.48,-0.71,0.32,-0.86,-0.50,-0.20,-0.18,0.40,0.63
"거제시",2.69,2.43,3.13,3.18,3.80,5.25,3.88,1.22,2.23,1.76,3.00,3.42,3.38,0.18
"양산시",2.38,1.45,3.96,2.06,2.49,4.91,2.98,3.98,2.50,1.42,3.41,4.74,3.17,5.19
"창원시",-,-,-,-,-,-,-,-,0.32,-0.11,-0.66,-0.66,-0.43,-0.62
"의령군",0.13,-1.00,-4.04,1.82,-0.54,-1.77,-0.74,-0.74,-0.02,0.97,-2.87,-0.40,-2.25,-1.56
"함안군",-1.03,-1.85,-1.17,4.03,2.69,2.64,0.82,1.30,0.40,0.49,0.60,2.06,0.79,-0.36
"창녕군",-2.52,-1.83,-1.92,-1.58,-1.81,-0.88,-0.47,1.07,1.62,0.83,1.19,0.49,0.81,0.54
"고성군",-2.80,-2.10,-2.08,-1.25,0.42,1.73,2.67,0.04,0.55,-0.59,-0.95,-0.58,-0.84,-1.33
"남해군",-2.83,-2.31,-2.40,-1.74,8.37,-7.70,-0.76,-1.73,1.97,-3.88,-1.89,-1.20,-1.46,-1.53
"하동군",2.24,-5.37,-3.17,-0.33,5.06,-3.57,-2.72,-0.85,4.77,-5.70,-1.17,-1.69,2.18,-1.41
"산청군",-2.35,-2.42,-1.36,-1.43,-1.05,-0.58,-0.33,1.88,0.31,0.19,0.86,-0.07,0.80,0.13
"함양군",-2.76,-1.98,-0.87,-0.57,-1.17,-0.40,0.62,1.32,-0.27,-0.83,-0.02,-0.18,-0.70,-0.28
"거창군",-1.23,-1.13,-1.31,-1.12,0.18,-1.02,-0.08,0.42,-0.41,-0.08,0.17,-0.04,0.12,0.19
"합천군",4.27,-3.62,0.49,-5.16,0.66,0.48,-4.86,-3.49,-0.82,-0.75,0.15,0.48,-2.69,-2.26
"제주특별자치도",0.28,0.61,0.45,0.35,0.30,0.38,0.42,1.63,1.06,1.57,2.06,2.79,3.19,3.09
